year,days,ret_pct,sharpe,avg_turnover_pct
2020,182,-14.39941380009987,-1.17081414029574,0.9410135570790742
2021,252,-17.215966861225894,-1.5973810833658246,1.0013579974571865
2022,251,-9.225301290203353,-0.5063814988527597,0.7456719490339556
2023,250,3.517249587187543,0.31477179110680753,0.9187659097909927
2024,252,-6.902478045439348,-0.6911048619771025,0.8711596024887902
2025,162,14.31209481036989,1.3351553855134086,0.9130647228455838
