n,avg_pred,hit_rate
19401,0.11173355317066205,0.5436833152930262
19331,0.24341330418470414,0.5115100098287725
19404,0.33233027957607325,0.4993300350443208
19512,0.4047428848170728,0.5046125461254612
19177,0.4645511006151741,0.497105908119101
19469,0.5273593598203697,0.4977656787713801
19324,0.5953874336673874,0.5170254605671704
19312,0.6761508407588057,0.503728251864126
19342,0.7686525810557474,0.5192327577292938
19359,0.899025284507464,0.5304509530450953
