date,value,series
2016-02-24,1.75,US10Y
2016-02-24,0.75,US2Y
2016-02-25,19.11,VIX
2016-02-25,1.71,US10Y
2016-02-25,0.72,US2Y
2016-02-26,19.81,VIX
2016-02-26,0.8,US2Y
2016-02-26,1.76,US10Y
2016-02-29,0.78,US2Y
2016-02-29,1.74,US10Y
2016-02-29,20.55,VIX
2016-03-01,0.85,US2Y
2016-03-01,1.83,US10Y
2016-03-01,17.7,VIX
2016-03-02,0.85,US2Y
2016-03-02,1.84,US10Y
2016-03-02,17.09,VIX
2016-03-03,0.85,US2Y
2016-03-03,1.83,US10Y
2016-03-03,16.7,VIX
2016-03-04,0.88,US2Y
2016-03-04,16.86,VIX
2016-03-04,1.88,US10Y
2016-03-07,17.35,VIX
2016-03-07,1.91,US10Y
2016-03-07,0.91,US2Y
2016-03-08,18.67,VIX
2016-03-08,1.83,US10Y
2016-03-08,0.88,US2Y
2016-03-09,1.9,US10Y
2016-03-09,0.9,US2Y
2016-03-09,18.34,VIX
2016-03-10,0.93,US2Y
2016-03-10,18.05,VIX
2016-03-10,1.93,US10Y
2016-03-11,0.97,US2Y
2016-03-11,16.5,VIX
2016-03-11,1.98,US10Y
2016-03-14,0.97,US2Y
2016-03-14,1.97,US10Y
2016-03-14,16.92,VIX
2016-03-15,1.97,US10Y
2016-03-15,16.84,VIX
2016-03-15,0.98,US2Y
2016-03-16,1.94,US10Y
2016-03-16,14.99,VIX
2016-03-16,0.87,US2Y
2016-03-17,1.91,US10Y
2016-03-17,14.44,VIX
2016-03-17,0.87,US2Y
2016-03-18,1.88,US10Y
2016-03-18,14.02,VIX
2016-03-18,0.84,US2Y
2016-03-21,1.92,US10Y
2016-03-21,0.87,US2Y
2016-03-21,13.79,VIX
2016-03-22,0.91,US2Y
2016-03-22,14.17,VIX
2016-03-22,1.94,US10Y
2016-03-23,0.87,US2Y
2016-03-23,14.94,VIX
2016-03-23,1.88,US10Y
2016-03-24,14.74,VIX
2016-03-24,1.91,US10Y
2016-03-24,0.89,US2Y
2016-03-25,,US10Y
2016-03-25,,US2Y
2016-03-25,,VIX
2016-03-28,1.89,US10Y
2016-03-28,0.89,US2Y
2016-03-28,15.24,VIX
2016-03-29,1.81,US10Y
2016-03-29,13.82,VIX
2016-03-29,0.78,US2Y
2016-03-30,13.56,VIX
2016-03-30,0.76,US2Y
2016-03-30,1.83,US10Y
2016-03-31,13.95,VIX
2016-03-31,0.73,US2Y
2016-03-31,1.78,US10Y
2016-04-01,13.1,VIX
2016-04-01,0.76,US2Y
2016-04-01,1.79,US10Y
2016-04-04,14.12,VIX
2016-04-04,0.75,US2Y
2016-04-04,1.78,US10Y
2016-04-05,0.72,US2Y
2016-04-05,1.73,US10Y
2016-04-05,15.42,VIX
2016-04-06,1.76,US10Y
2016-04-06,0.73,US2Y
2016-04-06,14.09,VIX
2016-04-07,1.7,US10Y
2016-04-07,0.7,US2Y
2016-04-07,16.16,VIX
2016-04-08,0.7,US2Y
2016-04-08,15.36,VIX
2016-04-08,1.72,US10Y
2016-04-11,16.26,VIX
2016-04-11,1.73,US10Y
2016-04-11,0.7,US2Y
2016-04-12,14.85,VIX
2016-04-12,1.79,US10Y
2016-04-12,0.74,US2Y
2016-04-13,13.84,VIX
2016-04-13,0.75,US2Y
2016-04-13,1.77,US10Y
2016-04-14,0.77,US2Y
2016-04-14,1.8,US10Y
2016-04-14,13.72,VIX
2016-04-15,0.74,US2Y
2016-04-15,1.76,US10Y
2016-04-15,13.62,VIX
2016-04-18,0.75,US2Y
2016-04-18,1.78,US10Y
2016-04-18,13.35,VIX
2016-04-19,0.77,US2Y
2016-04-19,1.79,US10Y
2016-04-19,13.24,VIX
2016-04-20,0.8,US2Y
2016-04-20,13.28,VIX
2016-04-20,1.85,US10Y
2016-04-21,13.95,VIX
2016-04-21,0.82,US2Y
2016-04-21,1.88,US10Y
2016-04-22,13.22,VIX
2016-04-22,0.84,US2Y
2016-04-22,1.89,US10Y
2016-04-25,14.08,VIX
2016-04-25,0.85,US2Y
2016-04-25,1.91,US10Y
2016-04-26,13.96,VIX
2016-04-26,0.86,US2Y
2016-04-26,1.94,US10Y
2016-04-27,0.83,US2Y
2016-04-27,1.87,US10Y
2016-04-27,13.77,VIX
2016-04-28,1.84,US10Y
2016-04-28,15.22,VIX
2016-04-28,0.78,US2Y
2016-04-29,1.83,US10Y
2016-04-29,15.7,VIX
2016-04-29,0.77,US2Y
2016-05-02,1.88,US10Y
2016-05-02,14.68,VIX
2016-05-02,0.8,US2Y
2016-05-03,1.81,US10Y
2016-05-03,15.6,VIX
2016-05-03,0.75,US2Y
2016-05-04,16.05,VIX
2016-05-04,0.75,US2Y
2016-05-04,1.79,US10Y
2016-05-05,0.72,US2Y
2016-05-05,15.91,VIX
2016-05-05,1.76,US10Y
2016-05-06,0.74,US2Y
2016-05-06,14.72,VIX
2016-05-06,1.79,US10Y
2016-05-09,14.57,VIX
2016-05-09,1.77,US10Y
2016-05-09,0.72,US2Y
2016-05-10,1.77,US10Y
2016-05-10,0.72,US2Y
2016-05-10,13.63,VIX
2016-05-11,1.73,US10Y
2016-05-11,0.74,US2Y
2016-05-11,14.69,VIX
2016-05-12,1.75,US10Y
2016-05-12,14.41,VIX
2016-05-12,0.76,US2Y
2016-05-13,15.04,VIX
2016-05-13,0.76,US2Y
2016-05-13,1.71,US10Y
2016-05-16,14.68,VIX
2016-05-16,0.79,US2Y
2016-05-16,1.75,US10Y
2016-05-17,15.57,VIX
2016-05-17,0.82,US2Y
2016-05-17,1.76,US10Y
2016-05-18,15.95,VIX
2016-05-18,0.9,US2Y
2016-05-18,1.87,US10Y
2016-05-19,16.33,VIX
2016-05-19,1.85,US10Y
2016-05-19,0.89,US2Y
2016-05-20,1.85,US10Y
2016-05-20,0.89,US2Y
2016-05-20,15.2,VIX
2016-05-23,1.84,US10Y
2016-05-23,0.91,US2Y
2016-05-23,15.82,VIX
2016-05-24,0.92,US2Y
2016-05-24,14.42,VIX
2016-05-24,1.86,US10Y
2016-05-25,13.9,VIX
2016-05-25,1.87,US10Y
2016-05-25,0.92,US2Y
2016-05-26,13.43,VIX
2016-05-26,1.83,US10Y
2016-05-26,0.87,US2Y
2016-05-27,13.12,VIX
2016-05-27,0.9,US2Y
2016-05-27,1.85,US10Y
2016-05-30,,US2Y
2016-05-30,,US10Y
2016-05-30,,VIX
2016-05-31,0.87,US2Y
2016-05-31,1.84,US10Y
2016-05-31,14.19,VIX
2016-06-01,0.91,US2Y
2016-06-01,1.85,US10Y
2016-06-01,14.2,VIX
2016-06-02,0.89,US2Y
2016-06-02,1.81,US10Y
2016-06-02,13.63,VIX
2016-06-03,1.71,US10Y
2016-06-03,13.47,VIX
2016-06-03,0.78,US2Y
2016-06-06,13.65,VIX
2016-06-06,1.73,US10Y
2016-06-06,0.8,US2Y
2016-06-07,14.05,VIX
2016-06-07,1.72,US10Y
2016-06-07,0.78,US2Y
2016-06-08,1.71,US10Y
2016-06-08,0.78,US2Y
2016-06-08,14.08,VIX
2016-06-09,0.77,US2Y
2016-06-09,14.64,VIX
2016-06-09,1.68,US10Y
2016-06-10,0.73,US2Y
2016-06-10,17.03,VIX
2016-06-10,1.64,US10Y
2016-06-13,0.73,US2Y
2016-06-13,1.62,US10Y
2016-06-13,20.97,VIX
2016-06-14,1.62,US10Y
2016-06-14,20.5,VIX
2016-06-14,0.74,US2Y
2016-06-15,1.6,US10Y
2016-06-15,20.14,VIX
2016-06-15,0.69,US2Y
2016-06-16,1.57,US10Y
2016-06-16,19.37,VIX
2016-06-16,0.7,US2Y
2016-06-17,1.62,US10Y
2016-06-17,19.41,VIX
2016-06-17,0.7,US2Y
2016-06-20,1.67,US10Y
2016-06-20,0.74,US2Y
2016-06-20,18.37,VIX
2016-06-21,0.76,US2Y
2016-06-21,18.48,VIX
2016-06-21,1.71,US10Y
2016-06-22,0.75,US2Y
2016-06-22,21.17,VIX
2016-06-22,1.69,US10Y
2016-06-23,17.25,VIX
2016-06-23,1.74,US10Y
2016-06-23,0.78,US2Y
2016-06-24,1.57,US10Y
2016-06-24,0.64,US2Y
2016-06-24,25.76,VIX
2016-06-27,1.46,US10Y
2016-06-27,0.61,US2Y
2016-06-27,23.85,VIX
2016-06-28,1.46,US10Y
2016-06-28,18.75,VIX
2016-06-28,0.61,US2Y
2016-06-29,16.64,VIX
2016-06-29,0.62,US2Y
2016-06-29,1.5,US10Y
2016-06-30,15.63,VIX
2016-06-30,0.58,US2Y
2016-06-30,1.49,US10Y
2016-07-01,14.77,VIX
2016-07-01,0.59,US2Y
2016-07-01,1.46,US10Y
2016-07-04,,VIX
2016-07-04,,US2Y
2016-07-04,,US10Y
2016-07-05,15.58,VIX
2016-07-05,1.37,US10Y
2016-07-05,0.56,US2Y
2016-07-06,1.38,US10Y
2016-07-06,0.58,US2Y
2016-07-06,14.96,VIX
2016-07-07,1.4,US10Y
2016-07-07,0.58,US2Y
2016-07-07,14.76,VIX
2016-07-08,0.61,US2Y
2016-07-08,13.2,VIX
2016-07-08,1.37,US10Y
2016-07-11,13.54,VIX
2016-07-11,1.43,US10Y
2016-07-11,0.66,US2Y
2016-07-12,13.55,VIX
2016-07-12,1.53,US10Y
2016-07-12,0.69,US2Y
2016-07-13,13.04,VIX
2016-07-13,0.68,US2Y
2016-07-13,1.48,US10Y
2016-07-14,0.68,US2Y
2016-07-14,1.53,US10Y
2016-07-14,12.82,VIX
2016-07-15,0.71,US2Y
2016-07-15,1.6,US10Y
2016-07-15,12.67,VIX
2016-07-18,0.68,US2Y
2016-07-18,1.59,US10Y
2016-07-18,12.44,VIX
2016-07-19,0.7,US2Y
2016-07-19,1.56,US10Y
2016-07-19,11.97,VIX
2016-07-20,0.73,US2Y
2016-07-20,11.77,VIX
2016-07-20,1.59,US10Y
2016-07-21,12.74,VIX
2016-07-21,1.57,US10Y
2016-07-21,0.7,US2Y
2016-07-22,12.02,VIX
2016-07-22,1.57,US10Y
2016-07-22,0.71,US2Y
2016-07-25,1.58,US10Y
2016-07-25,0.72,US2Y
2016-07-25,12.87,VIX
2016-07-26,0.75,US2Y
2016-07-26,13.05,VIX
2016-07-26,1.57,US10Y
2016-07-27,0.73,US2Y
2016-07-27,12.83,VIX
2016-07-27,1.52,US10Y
2016-07-28,0.72,US2Y
2016-07-28,1.52,US10Y
2016-07-28,12.72,VIX
2016-07-29,1.46,US10Y
2016-07-29,11.87,VIX
2016-07-29,0.67,US2Y
2016-08-01,1.51,US10Y
2016-08-01,12.44,VIX
2016-08-01,0.67,US2Y
2016-08-02,1.55,US10Y
2016-08-02,13.37,VIX
2016-08-02,0.67,US2Y
2016-08-03,1.55,US10Y
2016-08-03,12.86,VIX
2016-08-03,0.67,US2Y
2016-08-04,12.42,VIX
2016-08-04,0.64,US2Y
2016-08-04,1.51,US10Y
2016-08-05,0.72,US2Y
2016-08-05,11.39,VIX
2016-08-05,1.59,US10Y
2016-08-08,0.74,US2Y
2016-08-08,11.5,VIX
2016-08-08,1.59,US10Y
2016-08-09,11.66,VIX
2016-08-09,1.55,US10Y
2016-08-09,0.71,US2Y
2016-08-10,1.5,US10Y
2016-08-10,0.69,US2Y
2016-08-10,12.05,VIX
2016-08-11,1.57,US10Y
2016-08-11,0.76,US2Y
2016-08-11,11.68,VIX
2016-08-12,1.51,US10Y
2016-08-12,11.55,VIX
2016-08-12,0.71,US2Y
2016-08-15,11.81,VIX
2016-08-15,0.72,US2Y
2016-08-15,1.55,US10Y
2016-08-16,12.64,VIX
2016-08-16,0.76,US2Y
2016-08-16,1.57,US10Y
2016-08-17,12.19,VIX
2016-08-17,0.74,US2Y
2016-08-17,1.56,US10Y
2016-08-18,11.43,VIX
2016-08-18,0.71,US2Y
2016-08-18,1.53,US10Y
2016-08-19,11.34,VIX
2016-08-19,1.58,US10Y
2016-08-19,0.76,US2Y
2016-08-22,1.55,US10Y
2016-08-22,12.27,VIX
2016-08-22,0.76,US2Y
2016-08-23,1.55,US10Y
2016-08-23,12.38,VIX
2016-08-23,0.74,US2Y
2016-08-24,1.56,US10Y
2016-08-24,13.45,VIX
2016-08-24,0.76,US2Y
2016-08-25,1.58,US10Y
2016-08-25,13.63,VIX
2016-08-25,0.78,US2Y
2016-08-26,13.65,VIX
2016-08-26,0.84,US2Y
2016-08-26,1.62,US10Y
2016-08-29,0.81,US2Y
2016-08-29,1.57,US10Y
2016-08-29,12.94,VIX
2016-08-30,0.8,US2Y
2016-08-30,1.57,US10Y
2016-08-30,13.12,VIX
2016-08-31,0.8,US2Y
2016-08-31,1.58,US10Y
2016-08-31,13.42,VIX
2016-09-01,0.78,US2Y
2016-09-01,1.57,US10Y
2016-09-01,13.48,VIX
2016-09-02,1.6,US10Y
2016-09-02,11.98,VIX
2016-09-02,0.8,US2Y
2016-09-05,,VIX
2016-09-05,,US10Y
2016-09-05,,US2Y
2016-09-06,12.02,VIX
2016-09-06,1.55,US10Y
2016-09-06,0.74,US2Y
2016-09-07,1.54,US10Y
2016-09-07,0.74,US2Y
2016-09-07,11.94,VIX
2016-09-08,0.78,US2Y
2016-09-08,12.51,VIX
2016-09-08,1.61,US10Y
2016-09-09,0.79,US2Y
2016-09-09,17.5,VIX
2016-09-09,1.67,US10Y
2016-09-12,0.79,US2Y
2016-09-12,1.68,US10Y
2016-09-12,15.16,VIX
2016-09-13,1.73,US10Y
2016-09-13,17.85,VIX
2016-09-13,0.8,US2Y
2016-09-14,1.7,US10Y
2016-09-14,18.14,VIX
2016-09-14,0.77,US2Y
2016-09-15,1.71,US10Y
2016-09-15,16.3,VIX
2016-09-15,0.74,US2Y
2016-09-16,1.7,US10Y
2016-09-16,15.37,VIX
2016-09-16,0.77,US2Y
2016-09-19,1.7,US10Y
2016-09-19,0.79,US2Y
2016-09-19,15.53,VIX
2016-09-20,0.79,US2Y
2016-09-20,15.92,VIX
2016-09-20,1.69,US10Y
2016-09-21,0.79,US2Y
2016-09-21,13.3,VIX
2016-09-21,1.66,US10Y
2016-09-22,12.02,VIX
2016-09-22,1.63,US10Y
2016-09-22,0.79,US2Y
2016-09-23,1.62,US10Y
2016-09-23,0.77,US2Y
2016-09-23,12.29,VIX
2016-09-26,1.59,US10Y
2016-09-26,0.76,US2Y
2016-09-26,14.5,VIX
2016-09-27,1.56,US10Y
2016-09-27,13.1,VIX
2016-09-27,0.75,US2Y
2016-09-28,12.39,VIX
2016-09-28,0.75,US2Y
2016-09-28,1.57,US10Y
2016-09-29,14.02,VIX
2016-09-29,0.73,US2Y
2016-09-29,1.56,US10Y
2016-09-30,13.29,VIX
2016-09-30,0.77,US2Y
2016-09-30,1.6,US10Y
2016-10-03,13.57,VIX
2016-10-03,0.8,US2Y
2016-10-03,1.63,US10Y
2016-10-04,0.82,US2Y
2016-10-04,1.69,US10Y
2016-10-04,13.63,VIX
2016-10-05,1.72,US10Y
2016-10-05,0.85,US2Y
2016-10-05,12.99,VIX
2016-10-06,1.75,US10Y
2016-10-06,0.86,US2Y
2016-10-06,12.84,VIX
2016-10-07,0.83,US2Y
2016-10-07,13.48,VIX
2016-10-07,1.73,US10Y
2016-10-10,13.38,VIX
2016-10-10,,US10Y
2016-10-10,,US2Y
2016-10-11,15.36,VIX
2016-10-11,1.77,US10Y
2016-10-11,0.87,US2Y
2016-10-12,15.91,VIX
2016-10-12,0.87,US2Y
2016-10-12,1.79,US10Y
2016-10-13,0.85,US2Y
2016-10-13,1.75,US10Y
2016-10-13,16.69,VIX
2016-10-14,0.84,US2Y
2016-10-14,1.8,US10Y
2016-10-14,16.12,VIX
2016-10-17,0.81,US2Y
2016-10-17,1.77,US10Y
2016-10-17,16.21,VIX
2016-10-18,0.82,US2Y
2016-10-18,1.75,US10Y
2016-10-18,15.28,VIX
2016-10-19,0.81,US2Y
2016-10-19,14.41,VIX
2016-10-19,1.76,US10Y
2016-10-20,13.75,VIX
2016-10-20,1.76,US10Y
2016-10-20,0.84,US2Y
2016-10-21,13.34,VIX
2016-10-21,1.74,US10Y
2016-10-21,0.84,US2Y
2016-10-24,1.77,US10Y
2016-10-24,0.84,US2Y
2016-10-24,13.02,VIX
2016-10-25,0.86,US2Y
2016-10-25,13.46,VIX
2016-10-25,1.77,US10Y
2016-10-26,0.86,US2Y
2016-10-26,14.24,VIX
2016-10-26,1.79,US10Y
2016-10-27,0.87,US2Y
2016-10-27,1.85,US10Y
2016-10-27,15.36,VIX
2016-10-28,1.86,US10Y
2016-10-28,16.19,VIX
2016-10-28,0.86,US2Y
2016-10-31,1.84,US10Y
2016-10-31,17.06,VIX
2016-10-31,0.86,US2Y
2016-11-01,1.83,US10Y
2016-11-01,18.56,VIX
2016-11-01,0.83,US2Y
2016-11-02,1.81,US10Y
2016-11-02,19.32,VIX
2016-11-02,0.81,US2Y
2016-11-03,1.82,US10Y
2016-11-03,0.81,US2Y
2016-11-03,22.08,VIX
2016-11-04,0.8,US2Y
2016-11-04,22.51,VIX
2016-11-04,1.79,US10Y
2016-11-07,0.82,US2Y
2016-11-07,18.71,VIX
2016-11-07,1.83,US10Y
2016-11-08,18.74,VIX
2016-11-08,1.88,US10Y
2016-11-08,0.87,US2Y
2016-11-09,2.07,US10Y
2016-11-09,0.9,US2Y
2016-11-09,14.38,VIX
2016-11-10,2.15,US10Y
2016-11-10,0.92,US2Y
2016-11-10,14.74,VIX
2016-11-11,,US10Y
2016-11-11,14.17,VIX
2016-11-11,,US2Y
2016-11-14,14.48,VIX
2016-11-14,1.0,US2Y
2016-11-14,2.23,US10Y
2016-11-15,13.37,VIX
2016-11-15,1.02,US2Y
2016-11-15,2.23,US10Y
2016-11-16,13.72,VIX
2016-11-16,1.0,US2Y
2016-11-16,2.22,US10Y
2016-11-17,13.35,VIX
2016-11-17,1.04,US2Y
2016-11-17,2.29,US10Y
2016-11-18,12.85,VIX
2016-11-18,2.34,US10Y
2016-11-18,1.07,US2Y
2016-11-21,2.33,US10Y
2016-11-21,1.08,US2Y
2016-11-21,12.42,VIX
2016-11-22,2.31,US10Y
2016-11-22,1.07,US2Y
2016-11-22,12.41,VIX
2016-11-23,1.12,US2Y
2016-11-23,12.43,VIX
2016-11-23,2.36,US10Y
2016-11-24,,VIX
2016-11-24,,US10Y
2016-11-24,,US2Y
2016-11-25,12.34,VIX
2016-11-25,2.36,US10Y
2016-11-25,1.12,US2Y
2016-11-28,13.15,VIX
2016-11-28,1.11,US2Y
2016-11-28,2.32,US10Y
2016-11-29,1.09,US2Y
2016-11-29,2.3,US10Y
2016-11-29,12.9,VIX
2016-11-30,1.11,US2Y
2016-11-30,2.37,US10Y
2016-11-30,13.33,VIX
2016-12-01,1.14,US2Y
2016-12-01,2.45,US10Y
2016-12-01,14.07,VIX
2016-12-02,1.11,US2Y
2016-12-02,2.4,US10Y
2016-12-02,14.12,VIX
2016-12-05,2.39,US10Y
2016-12-05,12.14,VIX
2016-12-05,1.13,US2Y
2016-12-06,11.79,VIX
2016-12-06,2.39,US10Y
2016-12-06,1.12,US2Y
2016-12-07,12.22,VIX
2016-12-07,2.34,US10Y
2016-12-07,1.1,US2Y
2016-12-08,2.4,US10Y
2016-12-08,1.12,US2Y
2016-12-08,12.64,VIX
2016-12-09,1.15,US2Y
2016-12-09,11.75,VIX
2016-12-09,2.47,US10Y
2016-12-12,1.15,US2Y
2016-12-12,12.64,VIX
2016-12-12,2.49,US10Y
2016-12-13,1.17,US2Y
2016-12-13,2.48,US10Y
2016-12-13,12.72,VIX
2016-12-14,2.54,US10Y
2016-12-14,13.19,VIX
2016-12-14,1.27,US2Y
2016-12-15,2.6,US10Y
2016-12-15,12.79,VIX
2016-12-15,1.29,US2Y
2016-12-16,2.6,US10Y
2016-12-16,12.2,VIX
2016-12-16,1.28,US2Y
2016-12-19,2.54,US10Y
2016-12-19,11.71,VIX
2016-12-19,1.24,US2Y
2016-12-20,2.57,US10Y
2016-12-20,1.25,US2Y
2016-12-20,11.45,VIX
2016-12-21,1.21,US2Y
2016-12-21,2.55,US10Y
2016-12-21,11.27,VIX
2016-12-22,1.22,US2Y
2016-12-22,2.55,US10Y
2016-12-22,11.43,VIX
2016-12-23,1.22,US2Y
2016-12-23,2.55,US10Y
2016-12-23,11.44,VIX
2016-12-26,,US2Y
2016-12-26,,US10Y
2016-12-26,,VIX
2016-12-27,2.57,US10Y
2016-12-27,11.99,VIX
2016-12-27,1.28,US2Y
2016-12-28,12.95,VIX
2016-12-28,1.26,US2Y
2016-12-28,2.51,US10Y
2016-12-29,13.37,VIX
2016-12-29,1.22,US2Y
2016-12-29,2.49,US10Y
2016-12-30,14.04,VIX
2016-12-30,1.2,US2Y
2016-12-30,2.45,US10Y
2017-01-02,,VIX
2017-01-02,,US2Y
2017-01-02,,US10Y
2017-01-03,12.85,VIX
2017-01-03,2.45,US10Y
2017-01-03,1.22,US2Y
2017-01-04,2.46,US10Y
2017-01-04,1.24,US2Y
2017-01-04,11.85,VIX
2017-01-05,2.37,US10Y
2017-01-05,1.17,US2Y
2017-01-05,11.67,VIX
2017-01-06,1.22,US2Y
2017-01-06,11.32,VIX
2017-01-06,2.42,US10Y
2017-01-09,11.56,VIX
2017-01-09,2.38,US10Y
2017-01-09,1.21,US2Y
2017-01-10,11.49,VIX
2017-01-10,2.38,US10Y
2017-01-10,1.19,US2Y
2017-01-11,11.26,VIX
2017-01-11,1.2,US2Y
2017-01-11,2.38,US10Y
2017-01-12,1.18,US2Y
2017-01-12,2.36,US10Y
2017-01-12,11.54,VIX
2017-01-13,1.21,US2Y
2017-01-13,2.4,US10Y
2017-01-13,11.23,VIX
2017-01-16,,US2Y
2017-01-16,,US10Y
2017-01-16,,VIX
2017-01-17,1.17,US2Y
2017-01-17,2.33,US10Y
2017-01-17,11.87,VIX
2017-01-18,1.23,US2Y
2017-01-18,12.48,VIX
2017-01-18,2.42,US10Y
2017-01-19,12.78,VIX
2017-01-19,2.47,US10Y
2017-01-19,1.25,US2Y
2017-01-20,11.54,VIX
2017-01-20,2.48,US10Y
2017-01-20,1.2,US2Y
2017-01-23,2.41,US10Y
2017-01-23,1.16,US2Y
2017-01-23,11.77,VIX
2017-01-24,1.21,US2Y
2017-01-24,11.07,VIX
2017-01-24,2.47,US10Y
2017-01-25,1.23,US2Y
2017-01-25,10.81,VIX
2017-01-25,2.53,US10Y
2017-01-26,1.21,US2Y
2017-01-26,2.51,US10Y
2017-01-26,10.63,VIX
2017-01-27,2.49,US10Y
2017-01-27,10.58,VIX
2017-01-27,1.22,US2Y
2017-01-30,2.49,US10Y
2017-01-30,11.88,VIX
2017-01-30,1.22,US2Y
2017-01-31,2.45,US10Y
2017-01-31,11.99,VIX
2017-01-31,1.19,US2Y
2017-02-01,2.48,US10Y
2017-02-01,11.81,VIX
2017-02-01,1.22,US2Y
2017-02-02,11.93,VIX
2017-02-02,1.21,US2Y
2017-02-02,2.48,US10Y
2017-02-03,1.21,US2Y
2017-02-03,10.97,VIX
2017-02-03,2.49,US10Y
2017-02-06,1.16,US2Y
2017-02-06,11.37,VIX
2017-02-06,2.42,US10Y
2017-02-07,11.29,VIX
2017-02-07,2.4,US10Y
2017-02-07,1.16,US2Y
2017-02-08,2.34,US10Y
2017-02-08,1.15,US2Y
2017-02-08,11.45,VIX
2017-02-09,2.4,US10Y
2017-02-09,1.2,US2Y
2017-02-09,10.88,VIX
2017-02-10,2.41,US10Y
2017-02-10,10.85,VIX
2017-02-10,1.2,US2Y
2017-02-13,11.07,VIX
2017-02-13,1.2,US2Y
2017-02-13,2.43,US10Y
2017-02-14,10.74,VIX
2017-02-14,1.25,US2Y
2017-02-14,2.47,US10Y
2017-02-15,11.97,VIX
2017-02-15,1.27,US2Y
2017-02-15,2.51,US10Y
2017-02-16,11.76,VIX
2017-02-16,1.22,US2Y
2017-02-16,2.45,US10Y
2017-02-17,11.49,VIX
2017-02-17,2.42,US10Y
2017-02-17,1.21,US2Y
2017-02-20,,US10Y
2017-02-20,,US2Y
2017-02-20,,VIX
2017-02-21,2.43,US10Y
2017-02-21,1.22,US2Y
2017-02-21,11.57,VIX
2017-02-22,1.22,US2Y
2017-02-22,11.74,VIX
2017-02-22,2.42,US10Y
2017-02-23,11.71,VIX
2017-02-23,2.38,US10Y
2017-02-23,1.18,US2Y
2017-02-24,11.47,VIX
2017-02-24,2.31,US10Y
2017-02-24,1.12,US2Y
2017-02-27,12.09,VIX
2017-02-27,1.2,US2Y
2017-02-27,2.36,US10Y
2017-02-28,1.22,US2Y
2017-02-28,2.36,US10Y
2017-02-28,12.92,VIX
2017-03-01,1.29,US2Y
2017-03-01,2.46,US10Y
2017-03-01,12.54,VIX
2017-03-02,1.32,US2Y
2017-03-02,2.49,US10Y
2017-03-02,11.81,VIX
2017-03-03,1.32,US2Y
2017-03-03,2.49,US10Y
2017-03-03,10.96,VIX
2017-03-06,1.31,US2Y
2017-03-06,11.24,VIX
2017-03-06,2.49,US10Y
2017-03-07,11.45,VIX
2017-03-07,2.52,US10Y
2017-03-07,1.32,US2Y
2017-03-08,11.86,VIX
2017-03-08,2.57,US10Y
2017-03-08,1.36,US2Y
2017-03-09,2.6,US10Y
2017-03-09,1.37,US2Y
2017-03-09,12.3,VIX
2017-03-10,1.36,US2Y
2017-03-10,11.66,VIX
2017-03-10,2.58,US10Y
2017-03-13,1.4,US2Y
2017-03-13,11.35,VIX
2017-03-13,2.62,US10Y
2017-03-14,1.4,US2Y
2017-03-14,2.6,US10Y
2017-03-14,12.3,VIX
2017-03-15,2.51,US10Y
2017-03-15,11.63,VIX
2017-03-15,1.33,US2Y
2017-03-16,2.53,US10Y
2017-03-16,11.21,VIX
2017-03-16,1.35,US2Y
2017-03-17,2.5,US10Y
2017-03-17,11.28,VIX
2017-03-17,1.33,US2Y
2017-03-20,2.47,US10Y
2017-03-20,11.34,VIX
2017-03-20,1.3,US2Y
2017-03-21,2.43,US10Y
2017-03-21,1.27,US2Y
2017-03-21,12.47,VIX
2017-03-22,1.27,US2Y
2017-03-22,12.81,VIX
2017-03-22,2.4,US10Y
2017-03-23,1.26,US2Y
2017-03-23,13.12,VIX
2017-03-23,2.41,US10Y
2017-03-24,12.96,VIX
2017-03-24,2.4,US10Y
2017-03-24,1.26,US2Y
2017-03-27,2.38,US10Y
2017-03-27,1.27,US2Y
2017-03-27,12.5,VIX
2017-03-28,2.42,US10Y
2017-03-28,1.3,US2Y
2017-03-28,11.53,VIX
2017-03-29,2.39,US10Y
2017-03-29,11.42,VIX
2017-03-29,1.26,US2Y
2017-03-30,11.54,VIX
2017-03-30,1.28,US2Y
2017-03-30,2.42,US10Y
2017-03-31,12.37,VIX
2017-03-31,1.27,US2Y
2017-03-31,2.4,US10Y
2017-04-03,12.38,VIX
2017-04-03,1.24,US2Y
2017-04-03,2.35,US10Y
2017-04-04,11.79,VIX
2017-04-04,1.25,US2Y
2017-04-04,2.36,US10Y
2017-04-05,1.24,US2Y
2017-04-05,2.34,US10Y
2017-04-05,12.89,VIX
2017-04-06,2.34,US10Y
2017-04-06,1.24,US2Y
2017-04-06,12.39,VIX
2017-04-07,2.38,US10Y
2017-04-07,1.29,US2Y
2017-04-07,12.87,VIX
2017-04-10,1.29,US2Y
2017-04-10,14.05,VIX
2017-04-10,2.37,US10Y
2017-04-11,15.07,VIX
2017-04-11,2.32,US10Y
2017-04-11,1.24,US2Y
2017-04-12,15.77,VIX
2017-04-12,2.28,US10Y
2017-04-12,1.24,US2Y
2017-04-13,15.96,VIX
2017-04-13,1.21,US2Y
2017-04-13,2.24,US10Y
2017-04-14,,US2Y
2017-04-14,,US10Y
2017-04-14,,VIX
2017-04-17,1.21,US2Y
2017-04-17,2.26,US10Y
2017-04-17,14.66,VIX
2017-04-18,1.18,US2Y
2017-04-18,2.18,US10Y
2017-04-18,14.42,VIX
