date,value,series
2018-06-12,2.96,US10Y
2018-06-13,2.59,US2Y
2018-06-13,12.94,VIX
2018-06-13,2.98,US10Y
2018-06-14,2.59,US2Y
2018-06-14,2.94,US10Y
2018-06-14,12.12,VIX
2018-06-15,2.93,US10Y
2018-06-15,11.98,VIX
2018-06-15,2.55,US2Y
2018-06-18,2.92,US10Y
2018-06-18,12.31,VIX
2018-06-18,2.56,US2Y
2018-06-19,2.89,US10Y
2018-06-19,13.35,VIX
2018-06-19,2.54,US2Y
2018-06-20,2.93,US10Y
2018-06-20,12.79,VIX
2018-06-20,2.56,US2Y
2018-06-21,2.9,US10Y
2018-06-21,2.56,US2Y
2018-06-21,14.64,VIX
2018-06-22,2.56,US2Y
2018-06-22,13.77,VIX
2018-06-22,2.9,US10Y
2018-06-25,2.54,US2Y
2018-06-25,17.33,VIX
2018-06-25,2.87,US10Y
2018-06-26,15.92,VIX
2018-06-26,2.88,US10Y
2018-06-26,2.53,US2Y
2018-06-27,2.83,US10Y
2018-06-27,2.52,US2Y
2018-06-27,17.91,VIX
2018-06-28,2.84,US10Y
2018-06-28,2.52,US2Y
2018-06-28,16.85,VIX
2018-06-29,2.85,US10Y
2018-06-29,16.09,VIX
2018-06-29,2.52,US2Y
2018-07-02,15.6,VIX
2018-07-02,2.57,US2Y
2018-07-02,2.87,US10Y
2018-07-03,16.14,VIX
2018-07-03,2.53,US2Y
2018-07-03,2.83,US10Y
2018-07-04,,VIX
2018-07-04,,US2Y
2018-07-04,,US10Y
2018-07-05,14.97,VIX
2018-07-05,2.55,US2Y
2018-07-05,2.84,US10Y
2018-07-06,13.37,VIX
2018-07-06,2.82,US10Y
2018-07-06,2.53,US2Y
2018-07-09,2.86,US10Y
2018-07-09,2.57,US2Y
2018-07-09,12.69,VIX
2018-07-10,2.87,US10Y
2018-07-10,2.59,US2Y
2018-07-10,12.64,VIX
2018-07-11,2.58,US2Y
2018-07-11,13.63,VIX
2018-07-11,2.85,US10Y
2018-07-12,12.58,VIX
2018-07-12,2.85,US10Y
2018-07-12,2.6,US2Y
2018-07-13,12.18,VIX
2018-07-13,2.83,US10Y
2018-07-13,2.59,US2Y
2018-07-16,12.83,VIX
2018-07-16,2.59,US2Y
2018-07-16,2.85,US10Y
2018-07-17,2.62,US2Y
2018-07-17,2.86,US10Y
2018-07-17,12.06,VIX
2018-07-18,2.6,US2Y
2018-07-18,2.88,US10Y
2018-07-18,12.1,VIX
2018-07-19,2.6,US2Y
2018-07-19,2.84,US10Y
2018-07-19,12.87,VIX
2018-07-20,2.6,US2Y
2018-07-20,2.89,US10Y
2018-07-20,12.86,VIX
2018-07-23,2.64,US2Y
2018-07-23,12.62,VIX
2018-07-23,2.96,US10Y
2018-07-24,12.41,VIX
2018-07-24,2.95,US10Y
2018-07-24,2.63,US2Y
2018-07-25,12.29,VIX
2018-07-25,2.94,US10Y
2018-07-25,2.66,US2Y
2018-07-26,2.98,US10Y
2018-07-26,2.69,US2Y
2018-07-26,12.14,VIX
2018-07-27,2.67,US2Y
2018-07-27,13.03,VIX
2018-07-27,2.96,US10Y
2018-07-30,2.66,US2Y
2018-07-30,14.26,VIX
2018-07-30,2.98,US10Y
2018-07-31,2.67,US2Y
2018-07-31,2.96,US10Y
2018-07-31,12.83,VIX
2018-08-01,3.0,US10Y
2018-08-01,13.15,VIX
2018-08-01,2.67,US2Y
2018-08-02,2.98,US10Y
2018-08-02,12.19,VIX
2018-08-02,2.66,US2Y
2018-08-03,2.95,US10Y
2018-08-03,11.64,VIX
2018-08-03,2.63,US2Y
2018-08-06,2.94,US10Y
2018-08-06,11.27,VIX
2018-08-06,2.64,US2Y
2018-08-07,10.93,VIX
2018-08-07,2.68,US2Y
2018-08-07,2.98,US10Y
2018-08-08,2.68,US2Y
2018-08-08,10.85,VIX
2018-08-08,2.96,US10Y
2018-08-09,2.64,US2Y
2018-08-09,11.27,VIX
2018-08-09,2.93,US10Y
2018-08-10,13.16,VIX
2018-08-10,2.87,US10Y
2018-08-10,2.61,US2Y
2018-08-13,2.88,US10Y
2018-08-13,2.61,US2Y
2018-08-13,14.78,VIX
2018-08-14,2.89,US10Y
2018-08-14,2.63,US2Y
2018-08-14,13.31,VIX
2018-08-15,2.86,US10Y
2018-08-15,14.64,VIX
2018-08-15,2.61,US2Y
2018-08-16,13.45,VIX
2018-08-16,2.63,US2Y
2018-08-16,2.87,US10Y
2018-08-17,12.64,VIX
2018-08-17,2.61,US2Y
2018-08-17,2.87,US10Y
2018-08-20,12.49,VIX
2018-08-20,2.6,US2Y
2018-08-20,2.82,US10Y
2018-08-21,12.86,VIX
2018-08-21,2.61,US2Y
2018-08-21,2.85,US10Y
2018-08-22,12.25,VIX
2018-08-22,2.82,US10Y
2018-08-22,2.6,US2Y
2018-08-23,2.82,US10Y
2018-08-23,12.41,VIX
2018-08-23,2.61,US2Y
2018-08-24,2.82,US10Y
2018-08-24,11.99,VIX
2018-08-24,2.63,US2Y
2018-08-27,2.85,US10Y
2018-08-27,12.16,VIX
2018-08-27,2.67,US2Y
2018-08-28,2.88,US10Y
2018-08-28,12.5,VIX
2018-08-28,2.67,US2Y
2018-08-29,12.25,VIX
2018-08-29,2.67,US2Y
2018-08-29,2.89,US10Y
2018-08-30,2.64,US2Y
2018-08-30,2.86,US10Y
2018-08-30,13.53,VIX
2018-08-31,2.62,US2Y
2018-08-31,2.86,US10Y
2018-08-31,12.86,VIX
2018-09-03,,US2Y
2018-09-03,,US10Y
2018-09-03,,VIX
2018-09-04,2.66,US2Y
2018-09-04,2.9,US10Y
2018-09-04,13.16,VIX
2018-09-05,2.9,US10Y
2018-09-05,13.91,VIX
2018-09-05,2.66,US2Y
2018-09-06,14.65,VIX
2018-09-06,2.88,US10Y
2018-09-06,2.64,US2Y
2018-09-07,14.88,VIX
2018-09-07,2.94,US10Y
2018-09-07,2.71,US2Y
2018-09-10,2.94,US10Y
2018-09-10,2.73,US2Y
2018-09-10,14.16,VIX
2018-09-11,2.76,US2Y
2018-09-11,13.22,VIX
2018-09-11,2.98,US10Y
2018-09-12,2.74,US2Y
2018-09-12,13.14,VIX
2018-09-12,2.97,US10Y
2018-09-13,2.76,US2Y
2018-09-13,2.97,US10Y
2018-09-13,12.37,VIX
2018-09-14,2.99,US10Y
2018-09-14,12.07,VIX
2018-09-14,2.78,US2Y
2018-09-17,2.99,US10Y
2018-09-17,13.68,VIX
2018-09-17,2.78,US2Y
2018-09-18,3.05,US10Y
2018-09-18,12.79,VIX
2018-09-18,2.81,US2Y
2018-09-19,3.08,US10Y
2018-09-19,11.75,VIX
2018-09-19,2.81,US2Y
2018-09-20,3.07,US10Y
2018-09-20,2.81,US2Y
2018-09-20,11.8,VIX
2018-09-21,2.81,US2Y
2018-09-21,11.68,VIX
2018-09-21,3.07,US10Y
2018-09-24,2.83,US2Y
2018-09-24,12.2,VIX
2018-09-24,3.08,US10Y
2018-09-25,12.42,VIX
2018-09-25,3.1,US10Y
2018-09-25,2.83,US2Y
2018-09-26,3.06,US10Y
2018-09-26,2.83,US2Y
2018-09-26,12.89,VIX
2018-09-27,3.06,US10Y
2018-09-27,2.83,US2Y
2018-09-27,12.41,VIX
2018-09-28,3.05,US10Y
2018-09-28,12.12,VIX
2018-09-28,2.81,US2Y
2018-10-01,12.0,VIX
2018-10-01,2.82,US2Y
2018-10-01,3.09,US10Y
2018-10-02,12.05,VIX
2018-10-02,2.82,US2Y
2018-10-02,3.05,US10Y
2018-10-03,11.61,VIX
2018-10-03,2.85,US2Y
2018-10-03,3.15,US10Y
2018-10-04,14.22,VIX
2018-10-04,2.87,US2Y
2018-10-04,3.19,US10Y
2018-10-05,2.88,US2Y
2018-10-05,3.23,US10Y
2018-10-05,14.82,VIX
2018-10-08,,US10Y
2018-10-08,,US2Y
2018-10-08,15.69,VIX
2018-10-09,3.21,US10Y
2018-10-09,2.88,US2Y
2018-10-09,15.95,VIX
2018-10-10,2.88,US2Y
2018-10-10,22.96,VIX
2018-10-10,3.22,US10Y
2018-10-11,24.98,VIX
2018-10-11,3.14,US10Y
2018-10-11,2.85,US2Y
2018-10-12,21.31,VIX
2018-10-12,3.15,US10Y
2018-10-12,2.85,US2Y
2018-10-15,21.3,VIX
2018-10-15,2.85,US2Y
2018-10-15,3.16,US10Y
2018-10-16,2.87,US2Y
2018-10-16,3.16,US10Y
2018-10-16,17.62,VIX
2018-10-17,2.89,US2Y
2018-10-17,3.19,US10Y
2018-10-17,17.4,VIX
2018-10-18,2.87,US2Y
2018-10-18,3.17,US10Y
2018-10-18,20.06,VIX
2018-10-19,2.92,US2Y
2018-10-19,3.2,US10Y
2018-10-19,19.89,VIX
2018-10-22,2.92,US2Y
2018-10-22,19.64,VIX
2018-10-22,3.2,US10Y
2018-10-23,20.71,VIX
2018-10-23,3.17,US10Y
2018-10-23,2.89,US2Y
2018-10-24,25.23,VIX
2018-10-24,3.1,US10Y
2018-10-24,2.84,US2Y
2018-10-25,3.14,US10Y
2018-10-25,2.86,US2Y
2018-10-25,24.22,VIX
2018-10-26,2.81,US2Y
2018-10-26,24.16,VIX
2018-10-26,3.08,US10Y
2018-10-29,2.81,US2Y
2018-10-29,24.7,VIX
2018-10-29,3.08,US10Y
2018-10-30,2.84,US2Y
2018-10-30,3.12,US10Y
2018-10-30,23.35,VIX
2018-10-31,3.15,US10Y
2018-10-31,21.23,VIX
2018-10-31,2.87,US2Y
2018-11-01,3.14,US10Y
2018-11-01,19.34,VIX
2018-11-01,2.84,US2Y
2018-11-02,3.22,US10Y
2018-11-02,19.51,VIX
2018-11-02,2.91,US2Y
2018-11-05,3.2,US10Y
2018-11-05,19.96,VIX
2018-11-05,2.91,US2Y
2018-11-06,3.22,US10Y
2018-11-06,2.93,US2Y
2018-11-06,19.91,VIX
2018-11-07,2.96,US2Y
2018-11-07,16.36,VIX
2018-11-07,3.22,US10Y
2018-11-08,2.98,US2Y
2018-11-08,16.72,VIX
2018-11-08,3.24,US10Y
2018-11-09,17.36,VIX
2018-11-09,3.19,US10Y
2018-11-09,2.94,US2Y
2018-11-12,,US10Y
2018-11-12,,US2Y
2018-11-12,20.45,VIX
2018-11-13,3.14,US10Y
2018-11-13,2.89,US2Y
2018-11-13,20.02,VIX
2018-11-14,3.12,US10Y
2018-11-14,21.25,VIX
2018-11-14,2.86,US2Y
2018-11-15,19.98,VIX
2018-11-15,2.86,US2Y
2018-11-15,3.11,US10Y
2018-11-16,18.14,VIX
2018-11-16,2.81,US2Y
2018-11-16,3.08,US10Y
2018-11-19,20.1,VIX
2018-11-19,2.79,US2Y
2018-11-19,3.06,US10Y
2018-11-20,22.48,VIX
2018-11-20,2.79,US2Y
2018-11-20,3.06,US10Y
2018-11-21,20.8,VIX
2018-11-21,3.06,US10Y
2018-11-21,2.81,US2Y
2018-11-22,,US10Y
2018-11-22,,US2Y
2018-11-22,,VIX
2018-11-23,3.05,US10Y
2018-11-23,2.81,US2Y
2018-11-23,21.52,VIX
2018-11-26,2.84,US2Y
2018-11-26,18.9,VIX
2018-11-26,3.07,US10Y
2018-11-27,19.02,VIX
2018-11-27,3.06,US10Y
2018-11-27,2.83,US2Y
2018-11-28,18.49,VIX
2018-11-28,3.06,US10Y
2018-11-28,2.81,US2Y
2018-11-29,18.79,VIX
2018-11-29,2.81,US2Y
2018-11-29,3.03,US10Y
2018-11-30,2.8,US2Y
2018-11-30,3.01,US10Y
2018-11-30,18.07,VIX
2018-12-03,2.83,US2Y
2018-12-03,2.98,US10Y
2018-12-03,16.44,VIX
2018-12-04,2.8,US2Y
2018-12-04,2.91,US10Y
2018-12-04,20.74,VIX
2018-12-05,,US2Y
2018-12-05,,US10Y
2018-12-05,,VIX
2018-12-06,2.87,US10Y
2018-12-06,21.19,VIX
2018-12-06,2.75,US2Y
2018-12-07,23.23,VIX
2018-12-07,2.85,US10Y
2018-12-07,2.72,US2Y
2018-12-10,22.64,VIX
2018-12-10,2.85,US10Y
2018-12-10,2.72,US2Y
2018-12-11,2.89,US10Y
2018-12-11,2.78,US2Y
2018-12-11,21.76,VIX
2018-12-12,2.77,US2Y
2018-12-12,21.46,VIX
2018-12-12,2.91,US10Y
2018-12-13,2.75,US2Y
2018-12-13,20.65,VIX
2018-12-13,2.91,US10Y
2018-12-14,2.73,US2Y
2018-12-14,2.89,US10Y
2018-12-14,21.63,VIX
2018-12-17,2.86,US10Y
2018-12-17,24.52,VIX
2018-12-17,2.7,US2Y
2018-12-18,2.82,US10Y
2018-12-18,25.58,VIX
2018-12-18,2.65,US2Y
2018-12-19,2.77,US10Y
2018-12-19,25.58,VIX
2018-12-19,2.63,US2Y
2018-12-20,2.79,US10Y
2018-12-20,28.38,VIX
2018-12-20,2.67,US2Y
2018-12-21,2.79,US10Y
2018-12-21,2.63,US2Y
2018-12-21,30.11,VIX
2018-12-24,2.55,US2Y
2018-12-24,2.74,US10Y
2018-12-24,36.07,VIX
2018-12-25,,US2Y
2018-12-25,,US10Y
2018-12-25,,VIX
2018-12-26,2.61,US2Y
2018-12-26,2.81,US10Y
2018-12-26,30.41,VIX
2018-12-27,2.56,US2Y
2018-12-27,2.77,US10Y
2018-12-27,29.96,VIX
2018-12-28,2.72,US10Y
2018-12-28,28.34,VIX
2018-12-28,2.52,US2Y
2018-12-31,25.42,VIX
2018-12-31,2.48,US2Y
2018-12-31,2.69,US10Y
2019-01-01,,VIX
2019-01-01,,US2Y
2019-01-01,,US10Y
2019-01-02,23.22,VIX
2019-01-02,2.5,US2Y
2019-01-02,2.66,US10Y
2019-01-03,25.45,VIX
2019-01-03,2.39,US2Y
2019-01-03,2.56,US10Y
2019-01-04,2.5,US2Y
2019-01-04,2.67,US10Y
2019-01-04,21.38,VIX
2019-01-07,2.7,US10Y
2019-01-07,2.53,US2Y
2019-01-07,21.4,VIX
2019-01-08,2.73,US10Y
2019-01-08,2.58,US2Y
2019-01-08,20.47,VIX
2019-01-09,2.56,US2Y
2019-01-09,19.98,VIX
2019-01-09,2.74,US10Y
2019-01-10,19.5,VIX
2019-01-10,2.74,US10Y
2019-01-10,2.56,US2Y
2019-01-11,18.19,VIX
2019-01-11,2.71,US10Y
2019-01-11,2.55,US2Y
2019-01-14,19.07,VIX
2019-01-14,2.53,US2Y
2019-01-14,2.71,US10Y
2019-01-15,2.53,US2Y
2019-01-15,2.72,US10Y
2019-01-15,18.6,VIX
2019-01-16,2.55,US2Y
2019-01-16,2.73,US10Y
2019-01-16,19.04,VIX
2019-01-17,2.56,US2Y
2019-01-17,2.75,US10Y
2019-01-17,18.06,VIX
2019-01-18,2.62,US2Y
2019-01-18,2.79,US10Y
2019-01-18,17.8,VIX
2019-01-21,,US2Y
2019-01-21,,VIX
2019-01-21,,US10Y
2019-01-22,20.8,VIX
2019-01-22,2.74,US10Y
2019-01-22,2.58,US2Y
2019-01-23,19.52,VIX
2019-01-23,2.76,US10Y
2019-01-23,2.58,US2Y
2019-01-24,2.72,US10Y
2019-01-24,2.56,US2Y
2019-01-24,18.89,VIX
2019-01-25,2.6,US2Y
2019-01-25,17.42,VIX
2019-01-25,2.76,US10Y
2019-01-28,2.6,US2Y
2019-01-28,18.87,VIX
2019-01-28,2.75,US10Y
2019-01-29,2.56,US2Y
2019-01-29,2.72,US10Y
2019-01-29,19.13,VIX
2019-01-30,2.7,US10Y
2019-01-30,17.66,VIX
2019-01-30,2.52,US2Y
2019-01-31,2.63,US10Y
2019-01-31,16.57,VIX
2019-01-31,2.45,US2Y
2019-02-01,2.7,US10Y
2019-02-01,16.14,VIX
2019-02-01,2.52,US2Y
2019-02-04,2.73,US10Y
2019-02-04,15.73,VIX
2019-02-04,2.53,US2Y
2019-02-05,15.57,VIX
2019-02-05,2.53,US2Y
2019-02-05,2.71,US10Y
2019-02-06,2.52,US2Y
2019-02-06,15.38,VIX
2019-02-06,2.7,US10Y
2019-02-07,2.48,US2Y
2019-02-07,16.37,VIX
2019-02-07,2.65,US10Y
2019-02-08,15.72,VIX
2019-02-08,2.63,US10Y
2019-02-08,2.45,US2Y
2019-02-11,2.65,US10Y
2019-02-11,2.48,US2Y
2019-02-11,15.97,VIX
2019-02-12,2.68,US10Y
2019-02-12,2.5,US2Y
2019-02-12,15.43,VIX
2019-02-13,2.71,US10Y
2019-02-13,15.65,VIX
2019-02-13,2.53,US2Y
2019-02-14,16.22,VIX
2019-02-14,2.5,US2Y
2019-02-14,2.66,US10Y
2019-02-15,14.91,VIX
2019-02-15,2.52,US2Y
2019-02-15,2.66,US10Y
2019-02-18,,VIX
2019-02-18,,US2Y
2019-02-18,,US10Y
2019-02-19,14.88,VIX
2019-02-19,2.5,US2Y
2019-02-19,2.65,US10Y
2019-02-20,14.02,VIX
2019-02-20,2.65,US10Y
2019-02-20,2.5,US2Y
2019-02-21,2.69,US10Y
2019-02-21,2.53,US2Y
2019-02-21,14.46,VIX
2019-02-22,2.65,US10Y
2019-02-22,2.48,US2Y
2019-02-22,13.51,VIX
2019-02-25,2.51,US2Y
2019-02-25,14.85,VIX
2019-02-25,2.67,US10Y
2019-02-26,15.17,VIX
2019-02-26,2.64,US10Y
2019-02-26,2.48,US2Y
2019-02-27,14.7,VIX
2019-02-27,2.69,US10Y
2019-02-27,2.5,US2Y
2019-02-28,14.78,VIX
2019-02-28,2.52,US2Y
2019-02-28,2.73,US10Y
2019-03-01,2.55,US2Y
2019-03-01,2.76,US10Y
2019-03-01,13.57,VIX
2019-03-04,2.55,US2Y
2019-03-04,2.72,US10Y
2019-03-04,14.63,VIX
2019-03-05,2.55,US2Y
2019-03-05,2.72,US10Y
2019-03-05,14.74,VIX
2019-03-06,2.52,US2Y
2019-03-06,2.69,US10Y
2019-03-06,15.74,VIX
2019-03-07,2.47,US2Y
2019-03-07,16.59,VIX
2019-03-07,2.64,US10Y
2019-03-08,16.05,VIX
2019-03-08,2.62,US10Y
2019-03-08,2.45,US2Y
2019-03-11,14.33,VIX
2019-03-11,2.64,US10Y
2019-03-11,2.47,US2Y
2019-03-12,2.61,US10Y
2019-03-12,2.45,US2Y
2019-03-12,13.77,VIX
2019-03-13,2.45,US2Y
2019-03-13,13.41,VIX
2019-03-13,2.61,US10Y
2019-03-14,2.46,US2Y
2019-03-14,13.5,VIX
2019-03-14,2.63,US10Y
2019-03-15,2.43,US2Y
2019-03-15,2.59,US10Y
2019-03-15,12.88,VIX
2019-03-18,2.6,US10Y
2019-03-18,13.1,VIX
2019-03-18,2.45,US2Y
2019-03-19,2.61,US10Y
2019-03-19,13.56,VIX
2019-03-19,2.46,US2Y
2019-03-20,2.54,US10Y
2019-03-20,13.91,VIX
2019-03-20,2.4,US2Y
2019-03-21,2.54,US10Y
2019-03-21,13.63,VIX
2019-03-21,2.41,US2Y
2019-03-22,2.44,US10Y
2019-03-22,2.31,US2Y
2019-03-22,16.48,VIX
2019-03-25,2.26,US2Y
2019-03-25,16.33,VIX
2019-03-25,2.43,US10Y
2019-03-26,2.24,US2Y
2019-03-26,14.68,VIX
2019-03-26,2.41,US10Y
2019-03-27,15.15,VIX
2019-03-27,2.39,US10Y
2019-03-27,2.22,US2Y
2019-03-28,2.39,US10Y
2019-03-28,2.23,US2Y
2019-03-28,14.43,VIX
2019-03-29,2.41,US10Y
2019-03-29,2.27,US2Y
2019-03-29,13.71,VIX
2019-04-01,2.49,US10Y
2019-04-01,13.4,VIX
2019-04-01,2.33,US2Y
2019-04-02,13.36,VIX
2019-04-02,2.3,US2Y
2019-04-02,2.48,US10Y
2019-04-03,13.74,VIX
2019-04-03,2.33,US2Y
2019-04-03,2.52,US10Y
2019-04-04,13.58,VIX
2019-04-04,2.33,US2Y
2019-04-04,2.51,US10Y
2019-04-05,12.82,VIX
2019-04-05,2.35,US2Y
2019-04-05,2.5,US10Y
2019-04-08,2.36,US2Y
2019-04-08,2.52,US10Y
2019-04-08,13.18,VIX
2019-04-09,2.51,US10Y
2019-04-09,2.35,US2Y
2019-04-09,14.28,VIX
2019-04-10,2.48,US10Y
2019-04-10,2.31,US2Y
2019-04-10,13.3,VIX
2019-04-11,2.35,US2Y
2019-04-11,13.02,VIX
2019-04-11,2.51,US10Y
2019-04-12,12.01,VIX
2019-04-12,2.56,US10Y
2019-04-12,2.4,US2Y
2019-04-15,12.32,VIX
2019-04-15,2.55,US10Y
2019-04-15,2.4,US2Y
2019-04-16,12.18,VIX
2019-04-16,2.41,US2Y
2019-04-16,2.6,US10Y
2019-04-17,2.4,US2Y
2019-04-17,2.59,US10Y
2019-04-17,12.6,VIX
2019-04-18,2.38,US2Y
2019-04-18,2.57,US10Y
2019-04-18,12.09,VIX
2019-04-19,,US2Y
2019-04-19,,US10Y
2019-04-19,,VIX
2019-04-22,2.38,US2Y
2019-04-22,2.59,US10Y
2019-04-22,12.42,VIX
2019-04-23,2.36,US2Y
2019-04-23,12.28,VIX
2019-04-23,2.57,US10Y
2019-04-24,13.14,VIX
2019-04-24,2.32,US2Y
2019-04-24,2.53,US10Y
2019-04-25,13.25,VIX
2019-04-25,2.33,US2Y
2019-04-25,2.54,US10Y
2019-04-26,12.73,VIX
2019-04-26,2.28,US2Y
2019-04-26,2.51,US10Y
2019-04-29,13.11,VIX
2019-04-29,2.3,US2Y
2019-04-29,2.54,US10Y
2019-04-30,2.27,US2Y
2019-04-30,2.51,US10Y
2019-04-30,13.12,VIX
2019-05-01,2.52,US10Y
2019-05-01,14.8,VIX
2019-05-01,2.31,US2Y
2019-05-02,2.55,US10Y
2019-05-02,14.42,VIX
2019-05-02,2.35,US2Y
2019-05-03,2.54,US10Y
2019-05-03,12.87,VIX
2019-05-03,2.33,US2Y
2019-05-06,2.51,US10Y
2019-05-06,15.44,VIX
2019-05-06,2.31,US2Y
2019-05-07,19.32,VIX
2019-05-07,2.28,US2Y
2019-05-07,2.45,US10Y
2019-05-08,2.3,US2Y
2019-05-08,19.4,VIX
2019-05-08,2.49,US10Y
2019-05-09,2.26,US2Y
2019-05-09,19.1,VIX
2019-05-09,2.45,US10Y
2019-05-10,16.04,VIX
2019-05-10,2.47,US10Y
2019-05-10,2.26,US2Y
2019-05-13,2.4,US10Y
2019-05-13,2.18,US2Y
2019-05-13,20.55,VIX
2019-05-14,2.42,US10Y
2019-05-14,2.2,US2Y
2019-05-14,18.06,VIX
2019-05-15,2.37,US10Y
2019-05-15,16.44,VIX
2019-05-15,2.16,US2Y
2019-05-16,15.29,VIX
2019-05-16,2.2,US2Y
2019-05-16,2.4,US10Y
2019-05-17,15.96,VIX
2019-05-17,2.2,US2Y
2019-05-17,2.39,US10Y
2019-05-20,16.31,VIX
2019-05-20,2.21,US2Y
2019-05-20,2.41,US10Y
2019-05-21,14.95,VIX
2019-05-21,2.26,US2Y
2019-05-21,2.43,US10Y
2019-05-22,14.75,VIX
2019-05-22,2.39,US10Y
2019-05-22,2.23,US2Y
2019-05-23,2.31,US10Y
2019-05-23,2.12,US2Y
2019-05-23,16.92,VIX
2019-05-24,2.32,US10Y
2019-05-24,2.16,US2Y
2019-05-24,15.85,VIX
2019-05-27,,US2Y
2019-05-27,,VIX
2019-05-27,,US10Y
2019-05-28,17.5,VIX
2019-05-28,2.26,US10Y
2019-05-28,2.12,US2Y
2019-05-29,17.9,VIX
2019-05-29,2.25,US10Y
2019-05-29,2.09,US2Y
2019-05-30,17.3,VIX
2019-05-30,2.06,US2Y
2019-05-30,2.22,US10Y
2019-05-31,1.95,US2Y
2019-05-31,2.14,US10Y
2019-05-31,18.71,VIX
2019-06-03,1.82,US2Y
2019-06-03,2.07,US10Y
2019-06-03,18.86,VIX
2019-06-04,1.88,US2Y
2019-06-04,2.12,US10Y
2019-06-04,16.97,VIX
2019-06-05,1.83,US2Y
2019-06-05,2.12,US10Y
2019-06-05,16.09,VIX
2019-06-06,2.12,US10Y
2019-06-06,15.93,VIX
2019-06-06,1.88,US2Y
2019-06-07,16.3,VIX
2019-06-07,2.09,US10Y
2019-06-07,1.85,US2Y
2019-06-10,15.94,VIX
2019-06-10,2.15,US10Y
2019-06-10,1.9,US2Y
2019-06-11,2.15,US10Y
2019-06-11,1.93,US2Y
2019-06-11,15.99,VIX
2019-06-12,1.88,US2Y
2019-06-12,15.91,VIX
2019-06-12,2.13,US10Y
2019-06-13,1.83,US2Y
2019-06-13,15.82,VIX
2019-06-13,2.1,US10Y
2019-06-14,1.84,US2Y
2019-06-14,2.09,US10Y
2019-06-14,15.28,VIX
2019-06-17,2.09,US10Y
2019-06-17,15.35,VIX
2019-06-17,1.86,US2Y
2019-06-18,2.06,US10Y
2019-06-18,15.15,VIX
2019-06-18,1.86,US2Y
2019-06-19,2.03,US10Y
2019-06-19,14.33,VIX
2019-06-19,1.74,US2Y
2019-06-20,2.01,US10Y
2019-06-20,14.75,VIX
2019-06-20,1.72,US2Y
2019-06-21,2.07,US10Y
2019-06-21,1.77,US2Y
2019-06-21,15.4,VIX
2019-06-24,1.72,US2Y
2019-06-24,15.26,VIX
2019-06-24,2.02,US10Y
2019-06-25,1.71,US2Y
2019-06-25,16.28,VIX
2019-06-25,2.0,US10Y
2019-06-26,16.21,VIX
2019-06-26,2.05,US10Y
2019-06-26,1.77,US2Y
2019-06-27,2.01,US10Y
2019-06-27,1.74,US2Y
2019-06-27,15.82,VIX
2019-06-28,2.0,US10Y
2019-06-28,1.75,US2Y
2019-06-28,15.08,VIX
2019-07-01,2.03,US10Y
2019-07-01,14.06,VIX
2019-07-01,1.78,US2Y
2019-07-02,12.93,VIX
2019-07-02,1.77,US2Y
2019-07-02,1.98,US10Y
2019-07-03,12.57,VIX
2019-07-03,1.77,US2Y
2019-07-03,1.96,US10Y
2019-07-04,,VIX
2019-07-04,,US2Y
2019-07-04,,US10Y
2019-07-05,13.28,VIX
2019-07-05,1.87,US2Y
2019-07-05,2.04,US10Y
2019-07-08,13.96,VIX
2019-07-08,2.05,US10Y
2019-07-08,1.88,US2Y
2019-07-09,2.07,US10Y
2019-07-09,1.92,US2Y
2019-07-09,14.09,VIX
2019-07-10,2.07,US10Y
2019-07-10,1.82,US2Y
2019-07-10,13.03,VIX
2019-07-11,1.85,US2Y
2019-07-11,12.93,VIX
2019-07-11,2.13,US10Y
2019-07-12,12.39,VIX
2019-07-12,2.12,US10Y
2019-07-12,1.84,US2Y
2019-07-15,12.68,VIX
2019-07-15,2.09,US10Y
2019-07-15,1.83,US2Y
2019-07-16,12.86,VIX
2019-07-16,1.87,US2Y
2019-07-16,2.13,US10Y
2019-07-17,1.83,US2Y
2019-07-17,2.06,US10Y
2019-07-17,13.97,VIX
2019-07-18,1.77,US2Y
2019-07-18,2.04,US10Y
2019-07-18,13.53,VIX
2019-07-19,1.8,US2Y
2019-07-19,2.05,US10Y
2019-07-19,14.45,VIX
2019-07-22,1.8,US2Y
2019-07-22,2.05,US10Y
2019-07-22,13.53,VIX
2019-07-23,1.83,US2Y
2019-07-23,12.61,VIX
2019-07-23,2.08,US10Y
2019-07-24,12.07,VIX
2019-07-24,2.05,US10Y
2019-07-24,1.83,US2Y
2019-07-25,12.74,VIX
2019-07-25,2.08,US10Y
2019-07-25,1.86,US2Y
2019-07-26,2.08,US10Y
2019-07-26,1.86,US2Y
2019-07-26,12.16,VIX
2019-07-29,1.85,US2Y
2019-07-29,12.83,VIX
2019-07-29,2.06,US10Y
2019-07-30,1.85,US2Y
2019-07-30,13.94,VIX
2019-07-30,2.06,US10Y
2019-07-31,1.89,US2Y
2019-07-31,2.02,US10Y
2019-07-31,16.12,VIX
2019-08-01,1.9,US10Y
2019-08-01,17.87,VIX
2019-08-01,1.73,US2Y
2019-08-02,1.86,US10Y
2019-08-02,17.61,VIX
2019-08-02,1.72,US2Y
2019-08-05,1.75,US10Y
2019-08-05,24.59,VIX
2019-08-05,1.59,US2Y
2019-08-06,1.73,US10Y
2019-08-06,20.17,VIX
